Mass_RT	 C842	 C1030	 C1131	 C1133	 C1171	 C1204	 C1222	 C1229	 C1238	 C1306	 C1317	 C1331	 C1336	 C1366	 C1453	 C1520	 C1538	 C1539	 C1548	 C1556	 C1564	 C1768	 C1782	 C1937	 C2002	 C2158	 C2188	 C2218	 C2226	 C2249	 C2259	 C2275	 C2284	 C2289	 C2296	 C2310	 C2312	 C2318	 C2319	 C572	 C578	 C615	 C624	 C628	 C636	 C668	 C726	 C756	 C772	 C791	 C820	 C841	 C877	 C904	 C947	 M796	 M1044	 M1078	 M1104	 M1116	 M1120	 M1145	 M1147	 M1176	 M1202	 M1223	 M1239	 M1272	 M1294	 M1309	 M1322	 M1344	 M1361	 M1380	 M1518	 M1558	 M1605	 M1680	 M1682	 M1689	 M1787	 M1794	 M1843	 M1860	 M1884	 M1986	 M199	 M2050	 M2058	 M2105	 M2126	 M2178	 M2195	 M2220	 M2253	 M2258	 M37	 M393	 M489	 M516	 M538	 M539	 M637	 M759	 M803	 M881	 M908	 M913	 M962	 M996
1118.7054_12.06	10718.99638	12275.69179	8458.021742	11060.87052	10995.71409	9901.137887	8896.353661	12159.76496	13180.12948	13609.94915	11839.91063	11096.23248	11423.91234	10698.25542	10274.56209	8722.902665	9703.76975	11425.17542	13621.42804	10542.93372	11236.3386	10580.96559	15142.82337	13383.1162	9809.189174	8250.452688	10125.34491	13027.66882	7929.831976	12783.3758	12226.99899	9571.732126	10520.14174	10539.87043	11275.24414	14035.91069	11150.08644	11047.63041	12408.78475	8641.310955	16694.23946	12398.87425	11360.36819	15705.39101	10777.29584	12143.52681	9478.421342	13000.88214	11896.59347	11042.31876	13680.21556	10088.91753	12124.18409	10394.27014	13355.93392	14348.09037	9438.897768	12719.95679	12523.44169	10164.11813	11748.76489	7788.930524	10225.13216	9531.903809	11070.06596	8950.679436	17808.42216	9391.641546	12278.56713	13180.59274	11442.0033	9786.12607	13072.76796	14166.51597	10844.35891	8740.478198	9718.777679	11110.7799	14441.56308	14050.5789	15875.71507	10459.48092	11505.23671	13049.32877	13247.71463	9323.87557	11871.57285	12918.89274	14272.5003	12447.81735	11332.32517	11169.71732	11418.98132	10823.56204	14544.89279	12035.03266	8543.933559	11074.60051	7752.106247	10044.32554	12258.6182	8528.949407	11159.66856	11995.74304	10958.54612	7959.674452	8501.114336	8267.912682	6704.225695	10169.0682
927.6154_10.11	59918.18679	46713.27198	31168.62826	55008.70072	51464.303	43769.94982	67911.52765	62519.06792	54994.48917	37422.03788	68758.78686	55704.86749	53195.055	52890.20671	52909.66974	47569.28154	62437.54797	62191.53592	30157.03085	58172.27894	45908.29853	50333.48503	63127.53575	35557.36767	41551.78787	56929.05787	61645.37726	56365.50911	31655.51833	56003.71828	48748.7005	36065.45123	57462.77374	65612.48236	57628.55211	53869.84933	54089.05867	37996.70301	34748.4492	57296.55889	38553.28743	60788.41273	40366.48482	53256.10204	58580.63497	49070.35431	92687.91316	61843.43103	69098.85204	74643.00046	67531.81015	38645.96042	51818.11068	55565.48055	77341.86376	59339.67224	45077.74965	53053.51362	56534.54021	69871.93181	39861.75496	31730.28038	49325.60468	42860.8489	60818.66147	59377.63405	86188.54175	51218.24607	57189.72275	57831.94175	63619.54027	57941.73697	56861.52516	54812.88105	67249.29154	40446.8488	57429.46909	49442.14532	46079.16274	62933.47702	58685.32804	54113.68761	36587.99744	56517.54149	55812.5942	49953.61817	60435.95191	75146.43744	43810.38141	50012.47075	56409.74377	55038.84631	51294.94577	30180.08637	27298.14458	44974.98063	58445.00075	39064.65136	44068.25309	36309.73335	60362.72722	60539.87586	55565.39417	49045.07938	48559.59107	37949.32646	56689.69873	61823.02522	32125.06801	54191.42645
954.6998_12.06	28325.11783	31978.44989	21324.97598	29438.54863	28903.18807	26228.68073	23877.2765	33314.34494	35623.83448	37890.34473	31153.69026	30669.92821	30248.52998	27186.51115	26314.11793	22946.28759	25496.19848	30255.99735	37267.25723	28045.39384	29900.75262	28662.62198	42207.52065	35323.8675	25672.55959	20674.75929	26980.40763	34714.28952	20793.04613	34574.87191	31602.59117	25197.78638	27668.54351	27552.85179	30237.26486	38697.64117	29634.99028	28555.79744	33363.45725	22779.90142	45938.13357	32877.8886	30921.65591	43762.66132	27212.1022	32126.22007	25256.64416	33496.56308	30746.20036	28974.82055	37530.64391	26855.82645	31920.67619	27842.11736	37129.38139	38320.31855	24288.68608	33867.63343	33801.93337	27238.00527	30947.17369	18791.74453	27099.04337	25632.43376	28602.10227	23736.50607	49400.87618	24458.4664	32160.52672	35212.61057	31317.68429	24960.93731	34277.81839	38540.51932	29058.88254	23274.02187	25423.66692	29853.6116	39837.63342	37969.0732	42777.97822	27411.97451	30214.12281	34532.45231	37772.74252	23984.65034	30587.48984	35764.86497	39150.00343	32880.11088	30709.51751	29490.46609	29685.69987	28934.33503	38856.19758	31257.60727	22252.32641	29238.99582	20258.77949	26094.47058	31955.71691	22513.34956	29389.24206	32834.67145	27861.42578	19878.2892	22499.5135	21512.14645	16433.82568	26409.39807
707.6407_12.19	131701.2027	118142.566	72351.38428	160258.127	94446.87156	96021.84821	133162.2269	139257.0007	125899.0322	103076.18	153623.5378	126374.708	144820.162	117042.6745	123013.7033	91889.19843	108071.9929	116862.765	154592.2478	102191.4149	126191.4828	133621.2724	174056.4822	119425.5175	87052.94275	63887.0726	91053.6851	93042.44572	64994.96961	88007.94678	129360.7336	99863.78163	101546.6437	103668.0411	72624.70531	111775.2894	110767.5823	95371.47321	111133.0362	101882.7798	127406.1528	111358.2115	120656.4047	145343.1597	86704.61403	88698.1702	101710.9549	141645.1858	105910.9706	114961.6006	131376.2349	70796.71946	97174.15933	107222.453	170637.2676	157936.3562	103727.1686	74787.74008	119170.098	105543.5661	128166.5403	78725.40029	97442.23403	99431.51298	108101.5433	150868.7904	176829.5916	131429.7871	110491.8668	164318.0036	141553.4313	107507.6938	124185.7662	117761.5278	89166.81658	79867.27034	150745.6	148590.1234	118092.4617	132376.8439	157118.2652	84057.00497	94208.07541	108559.0613	136172.7621	80798.63399	106759.9383	155722.5888	177756.9047	102522.1439	109488.938	123465.7113	102173.1388	99662.05755	134965.7579	78234.80174	78443.84195	102240.6731	72846.32902	83886.87526	96149.61949	83061.54783	101595.0422	137172.2632	107656.3199	72771.10859	81728.93399	75751.65927	48471.08204	85521.03261
858.6802_11.92	14348.33804	13437.43447	9652.52192	13691.12999	14213.22997	11446.84327	12142.57067	23981.99315	22250.82414	18269.73071	16731.95158	14937.65034	14349.77316	16039.73522	11366.98624	11639.88384	15523.80401	13501.75806	12539.52216	15136.23966	17231.70572	13407.31745	19547.17721	12117.93532	11005.77039	11858.10611	15123.12991	14716.83609	7526.502011	14852.45522	15896.49171	10781.67219	13641.94903	14840.4322	17454.75294	20369.75043	15887.7433	14610.21262	15202.72618	17321.57929	18662.7058	14341.50908	13802.06067	26365.51298	14204.16603	13464.89089	12741.05954	18964.12648	11949.25663	19678.24908	19657.99056	11836.78448	15367.37567	13858.8105	19638.83634	17491.47623	12918.30962	16004.25	17465.22869	19083.86751	16775.22507	9324.258521	13308.27772	13586.55669	14522.1071	11803.7378	25591.16344	11773.40975	13886.39518	18401.54875	15364.20661	14361.11382	17146.44481	18967.41502	13899.99081	11451.51935	11828.22885	14235.63447	18348.44423	18813.93808	18642.60877	16108.72062	14426.95571	14175.86611	19509.42851	11742.86582	14421.7578	16425.32874	17262.48363	14033.52862	14268.35572	15982.45994	13597.52216	13754.12943	11148.52938	12592.96889	10591.02398	12273.62969	13950.54668	11559.94617	16329.83718	13664.46322	12782.3406	17002.55435	15245.84009	11674.03372	12669.86441	11710.50795	7700.249574	13755.49288
1063.5888_7.97	25870.29654	22918.81854	15984.83348	21984.40859	21428.59569	22131.28804	28998.9455	26991.13905	27598.3898	18274.06755	27389.13545	22156.31251	19772.92413	21838.74336	21501.33973	22594.04074	23394.77539	25061.25358	15511.48065	22924.80484	20311.85111	22321.58574	30350.30319	17907.35865	16610.70431	23804.4217	26136.05944	21469.24012	17634.3989	20474.57821	19090.6323	14132.86738	24069.05491	26045.97751	22465.42025	20634.53179	20762.17839	18365.10769	16899.28116	19398.29825	18372.89312	25005.04018	19840.77022	22281.43073	20702.85648	18635.58025	30948.11526	23750.57049	24717.84892	29311.90259	28761.35495	20462.96959	22928.06646	20494.54209	29384.86049	23255.83365	17363.5588	19568.49624	21817.11861	28658.93148	20578.95375	18304.58556	19166.55346	21083.03832	24364.75691	21268.87595	27036.91221	20916.73016	25714.404	23786.5839	26623.4295	21471.105	25054.76758	21908.65527	26495.55245	19489.22911	23934.78205	21868.23571	20888.43683	26306.34511	22725.16478	26939.7155	17466.13649	23531.15355	25211.62084	17272.08373	24263.84662	28477.60462	22728.55236	21006.53796	23520.17541	26175.9786	23949.39357	17406.00489	18736.72309	21313.5712	21421.86228	20504.37943	17395.27317	17371.83507	23147.67803	22877.31273	21751.1456	21641.29586	20440.58122	17506.56685	21483.07664	21155.02364	14055.5672	23740.60415
709.6583_12.48	235360.9553	201118.7382	137428.1977	340977.8403	227884.4235	155641.4055	340079.9071	313385.7995	273331.0673	177226.4546	264192.2559	282081.7412	195922.4365	261630.2623	177131.8818	179259.6504	232517.1108	255100.7753	180034.2193	231302.462	190286.0933	258311.1615	294164.0582	167901.5001	152549.5824	169608.9537	211157.3674	212527.3019	130489.6666	169844.1304	241341.3366	230858.5441	189683.6807	220623.0602	171495.2676	288214.4356	218061.9485	154841.696	118091.1191	212218.8378	212326.7343	285315.87	204081.4322	277621.7405	185139.0257	164855.0051	238516.8785	302218.1204	172075.5448	276969.7194	322600.5388	122248.7685	200400.8196	214695.5247	326075.5063	276833.3608	222660.2801	147632.2766	201229.9615	241510.8001	180792.2865	119747.3101	209558.7536	158889.3451	226437.4321	217510.0754	288519.1246	217041.0029	229289.6367	269074.2544	243794.9646	264143.797	296211.9481	231903.8769	248015.8403	204188.8028	279077.3914	210974.9198	164194.2408	314632.626	322741.6273	201765.8647	200626.9748	234231.7008	229047.0055	178537.1317	232372.0709	317889.7659	234067.8465	171402.6545	205018.9705	213713.6573	198025.0279	161025.4153	150289.6966	149590.379	168435.0118	222105.6879	133379.0103	139635.0975	182196.1367	186819.9232	188940.4518	213647.0714	215475.3409	155319.2043	189957.9579	215259.8888	78431.79599	158294.5787
705.6215_11.96	19891.55773	19131.58372	9912.441302	19663.55725	13588.30276	16923.40028	17108.69585	19708.79121	16908.04585	14795.23048	23766.90785	15242.27195	23462.26666	15554.39671	19341.25506	14395.81149	14439.54633	16235.10742	26922.58355	15920.57435	21773.55153	19236.64207	25308.65726	16264.14828	12981.64175	9269.480516	13036.13015	11906.98103	9833.68334	12637.41988	20802.05747	13198.45439	15733.40955	14051.32428	10817.70598	13287.25911	15582.97812	15447.63093	17720.33794	14834.61083	18846.98664	11846.49517	18282.36264	19442.79821	12627.12184	12224.44541	11497.18648	19268.64452	15739.60437	15889.64667	18791.54166	11484.213	12041.65458	13046.34862	25550.32887	23866.26433	13557.27813	13771.35505	18695.9163	14481.12421	23342.96089	13906.37616	11686.60959	16732.84394	15683.7905	25429.40367	24338.51556	19912.16232	14904.14348	26479.01284	23849.09782	16201.56281	19968.75467	17054.67584	11306.83009	10423.33297	23627.60227	26295.017	18290.71344	17204.25876	19233.80099	10148.21457	12094.29304	16017.99186	21842.08599	12042.64254	15628.7237	21960.62548	29604.45446	15600.74465	16455.18237	18866.25791	14136.87555	16351.44174	21037.38577	11711.6727	10457.3345	15576.49267	11358.47178	13513.5726	13437.54378	12395.36664	16901.83896	20996.29563	14656.26711	9841.230122	10208.21178	9899.509267	8360.722375	14438.32174
947.5839_7.42	13191.59885	14199.67278	11815.40402	13035.70693	15524.17687	14326.80971	17264.28215	15271.26839	19521.47121	19352.20038	17352.66748	17531.52024	19349.23747	9947.551103	13145.04843	12140.12904	9894.020333	14481.14005	19243.48696	15100.28751	13892.9028	15185.30069	20885.29581	13331.54537	10264.89549	6529.826896	17415.49655	12115.98243	7884.813908	13355.53719	15443.16538	11159.00677	15504.36185	8229.611772	9402.137126	21370.43524	19378.70306	11132.97541	22716.74413	12002.06788	31169.47568	11072.60885	14245.76067	21804.16496	17213.51123	16570.29416	19865.83775	24573.42686	16493.78257	10907.7274	17726.23057	10369.36048	19634.90129	10741.43751	23665.87954	15875.86024	9516.698385	14981.59618	14101.10992	8985.540813	15777.20116	8414.545584	16144.09043	19572.60856	13788.9011	18350.64797	23766.20164	15482.36144	21121.67443	16094.20753	13078.48357	7556.146047	18047.88199	20527.42308	12453.98069	12629.43371	12658.16355	22738.35656	21699.5097	15800.9878	19120.4395	10512.53933	13180.83402	15663.92481	21630.23922	12070.40545	15183.15516	18438.53287	24110.8905	21179.2674	10961.50614	16631.69163	17264.01091	17488.73595	13424.13675	8626.284564	13020.54474	13154.02564	16100.19667	14742.81897	18190.16477	17047.9398	17924.51748	20215.12795	21082.95006	9652.731688	10642.6582	14608.52429	6895.84884	19082.27708
683.6017_12.2	74473.85288	61833.4516	43463.492	93956.04151	52951.46404	54945.97994	77286.389	70301.6856	64819.29849	54307.60086	85704.31136	66568.11279	78715.93347	67905.72256	72089.30049	51940.64183	58547.44016	63775.65737	82546.57615	55384.22421	69613.46846	74888.70138	89246.71603	67363.47278	48860.54024	35876.79031	54531.46393	50690.44315	39864.9756	45314.22795	70893.11636	55186.78908	59153.84821	57317.41564	38852.25463	59551.65403	60547.30845	53409.98793	60359.5028	57153.06023	62891.76185	58748.33368	68054.85603	69759.76403	49261.28631	48578.76087	56703.93664	75145.78707	59195.42615	62492.1306	64828.98874	41163.19533	52253.66204	57918.36197	87211.81577	82903.88439	60219.39227	43533.45534	61076.91518	58700.89839	70092.25909	45940.51521	54677.71335	57751.19487	60901.92339	86890.94835	85961.44858	75980.21217	59754.00462	88139.17133	75228.43774	61938.03842	67551.56345	61651.06669	46938.71709	43525.04211	84730.5801	84259.64977	62578.16937	67385.54684	78229.15437	46086.80655	51121.54056	59962.17648	70342.70361	45366.96999	60767.79162	80186.42885	93629.41081	57335.99459	58386.59944	69256.89228	54721.13428	56203.62524	71279.86613	44241.01991	47518.14307	58112.36669	43493.16866	47613.38296	54171.25709	46354.57626	61029.68057	72940.89253	58167.21761	42055.55006	45915.82332	44140.29624	29844.98344	47578.50374
468.3811_2.6	7295.39622	7456.811079	12842.22968	8239.390069	14164.64192	11211.92143	8559.279365	10613.33888	10174.02951	9612.588673	14754.14728	12281.6104	8208.827116	10970.53998	9932.9127	6000.046611	9936.23229	11373.89293	7257.858413	14014.35942	8837.734026	12247.88301	13748.67532	12471.04388	7835.571528	11529.28463	6876.715211	12709.74155	9363.410203	26069.49447	7565.668017	9974.480398	6828.204129	14744.15762	17167.48897	7125.454135	12099.47542	8137.465189	7071.918537	11674.57273	11209.5158	7123.861576	11840.96845	9460.027832	12265.38812	16752.59338	8311.600533	10449.70484	13033.79763	19108.68067	11085.30204	12119.31147	10011.59015	9876.061322	10563.59917	9641.529223	11719.79539	11232.30408	9119.339716	13241.49933	8701.182563	13513.13675	9322.197583	9338.80848	7894.597666	9350.624313	10252.66647	11155.87828	12161.01532	9301.044404	8041.306427	7211.065318	13440.8218	6788.082503	9103.706796	11945.71122	10002.95271	8213.644112	7871.082777	7302.672712	11656.365	19559.8021	14743.6869	10757.64453	11020.40759	9271.604393	6993.456627	7855.813297	8460.639084	10874.15423	12300.18932	12419.38476	9791.580302	10478.19099	7467.190984	12773.67725	9001.985528	8239.504564	9973.681059	8124.258226	6240.333892	13638.75748	14836.70334	11263.26421	7462.008509	12070.31057	13088.29761	9237.262573	10795.1832	9177.493786
858.5242_5.82	7852.37044	3606.752386	3332.023742	6089.847302	4986.239208	4001.119699	11730.98073	9668.666166	5436.487068	8440.075657	9779.98842	8404.589306	4840.502738	7241.421388	5714.337444	4192.413503	7698.455467	6108.023485	5870.324753	5219.856711	4804.848042	3700.37363	9593.323828	4098.725831	4472.789964	4126.125219	6704.379338	7782.68284	3608.51914	8098.03463	9383.546901	4813.205346	5560.773265	7685.772505	6083.625296	5940.827955	6702.674569	4358.741784	6262.007872	5538.017191	7022.943148	3417.159266	5078.624722	6108.467284	9859.658984	4018.699568	7022.254835	6452.680384	7346.313746	13362.43486	5476.814452	3263.349663	4218.2183	9871.269234	11299.74172	4394.295762	9220.995446	6807.327683	11611.71191	8354.403863	4686.970502	2958.267371	4380.940179	3522.716548	7351.354797	5728.942597	8445.299924	9420.077393	5326.747924	9708.817174	6655.875301	7052.247374	7068.563214	6225.889525	5151.259346	4385.038959	7354.722599	9004.483575	3018.795337	8294.453471	5430.904345	5395.563431	5345.790106	5681.682307	6167.043413	5017.143996	6152.572597	8847.001881	5800.185959	4568.898457	5938.558275	5641.493319	7859.30781	4747.601125	4101.611236	4614.519638	8070.712276	3214.276625	5897.308118	3429.750777	9434.821044	7724.053128	9315.123612	6389.12108	3736.713061	4159.037214	4337.526346	5937.697768	3491.739573	3947.479297
956.7156_12.51	8791.767948	7816.87521	6518.046936	10319.33749	10417.45074	7400.540175	11667.30609	13279.97461	13579.03255	10975.44328	9392.993817	11316.02066	7498.148295	9985.860833	6215.901725	6962.790582	8795.717849	10487.88399	7124.932107	10678.19699	7591.017313	9833.787661	12934.78511	7181.715684	7535.753084	8913.194943	9161.505242	13043.03119	6224.531909	10538.34104	11030.77451	9521.463091	8067.15787	9636.365255	10279.37722	15259.89038	9274.503166	7698.53927	6658.044467	8608.352228	12346.11375	10823.45922	8409.324368	13674.89244	9742.878021	8873.961779	10580.29639	11702.96265	8165.211003	12399.96565	14585.58235	7324.455199	10057.36241	8729.998981	11713.79003	10209.18315	8422.675155	9687.62774	10240.02474	10916.48514	7393.906009	4732.302907	8622.257527	6993.357592	10466.35121	6575.229019	13224.31749	6900.588469	10619.35498	8751.118783	9169.75649	10023.57369	14003.23538	11461.82589	12136.58329	9475.511111	8178.846279	7235.215227	8365.023655	14060.97387	14666.51782	9690.433603	10083.90822	10515.88853	10153.81975	8450.675611	11521.68683	13414.9778	8901.29559	9658.046091	10041.62145	7670.449415	9645.145848	7260.4007	6789.150719	9143.71779	8374.854472	9222.949942	7181.449209	7252.055082	9578.737271	8348.099561	9384.385196	10199.22922	10208.94236	6387.227373	8720.833538	10623.73187	4559.117425	7810.527338
688.6137_12.48	10243.53276	9250.670008	6498.855246	14033.06772	9702.230053	7136.177088	13607.17075	13074.70703	11142.06009	7820.493541	11161.14494	11833.67527	8411.213805	11284.2213	7711.6428	8111.545308	10243.22042	11034.48028	8107.878514	9734.967235	8792.002	11036.28112	12157.04421	7658.147938	6990.790646	7636.155954	9522.095471	9224.800193	6189.838595	7364.773052	10239.25352	10023.3652	8563.849521	9901.179421	7500.280872	11768.38722	9669.12061	7210.863729	5837.663117	9055.04267	9410.889611	11795.46105	9012.574048	11116.016	8422.756343	7332.580529	10376.6778	12564.9638	7395.818524	11639.55489	13138.13266	5787.51268	8499.255221	9387.246602	13247.1558	11426.71266	9747.198377	6832.529681	8138.703387	10049.42382	7946.958009	5793.77827	9271.757776	7343.529498	9338.604434	9819.377379	11958.48624	9349.615011	9973.894254	11594.46427	10197.5542	11112.87645	12251.84269	9874.59167	10544.3766	8815.135474	11827.4211	9444.954135	7645.177967	12972.52312	12808.50165	9075.775302	8892.101192	10280.05277	10027.90775	8144.113519	10284.06206	13097.44612	10300.64569	7893.702648	9030.223612	9822.644816	8816.210431	7326.876232	7055.160231	6748.584686	7409.168207	9684.334098	6160.030882	6425.669241	8391.735089	8422.133575	8695.467634	9027.288747	9266.535078	7042.869775	8345.308431	9454.295296	4082.218083	7245.735287
