Mass_MT	 C1030	 C1131	 C1133	 C1171	 C1204	 C1222	 C1229	 C1238	 C1306	 C1317	 C1331	 C1336	 C1366	 C1453	 C1520	 C1538	 C1539	 C1548	 C1556	 C1564	 C1768	 C1782	 C1937	 C2002	 C2158	 C2188	 C2218	 C2226	 C2249	 C2259	 C2275	 C2284	 C2289	 C2296	 C2310	 C2312	 C2318	 C2319	 C572	 C578	 C615	 C624	 C628	 C636	 C668	 C726	 C756	 C772	 C791	 C820	 C841	 C842	 C877	 C904	 C947	 M1044	 M1078	 M1104	 M1116	 M1120	 M1145	 M1147	 M1176	 M1202	 M1223	 M1239	 M1272	 M1294	 M1309	 M1322	 M1344	 M1361	 M1380	 M1518	 M1558	 M1605	 M1680	 M1682	 M1689	 M1787	 M1794	 M1843	 M1860	 M1884	 M1986	 M199	 M2050	 M2058	 M2105	 M2126	 M2178	 M2195	 M2220	 M2253	 M2258	 M37	 M393	 M489	 M516	 M538	 M539	 M637	 M759	 M796	 M803	 M881	 M908	 M913	 M962	 M996
103.9965_8.51	21205.45215	20008.65192	24327.1977	25401.17707	20128.8048	24930.24152	23636.91469	21583.6705	28716.07533	27627.35812	26496.08483	29293.01184	24317.29329	22900.30999	20665.77402	27962.0935	26389.76068	25241.52675	25717.92025	28965.43854	28472.20349	25526.23143	25010.31368	18112.31148	23545.6405	24667.47524	28729.77351	23393.52911	31653.05649	20381.40784	31601.89798	25272.53122	23781.63587	23543.79588	20490.25621	24031.38762	26198.46687	30999.60803	27335.12636	27471.77652	21836.21442	34317.94714	32317.43205	21459.47078	24664.98964	20104.22204	27912.48889	28062.11874	22130.31961	24812.54868	23566.90721	36044.59901	23451.73238	28566.73744	25325.01788	20823.71671	22736.97655	21070.58309	24494.0767	31524.49486	34333.70474	30967.33875	29238.60032	23561.2628	32026.97321	22568.36501	29322.51982	29182.3198	31982.92465	31099.51215	29873.94612	23412.66291	31480.90677	27984.9206	18981.60577	24302.53231	24592.70126	21558.89561	28839.7521	21164.26043	25382.26394	36120.0938	18124.45197	23592.68239	31278.05796	26833.54576	23047.38956	23887.89998	19252.16617	28251.70942	24461.53711	30347.01072	32183.51432	27317.69562	24068.2878	27557.62929	24189.86134	21713.16157	26888.45722	21629.21351	21894.48551	32559.30372	28434.90262	27067.34101	21641.77316	28201.20981	19791.36385	29531.70299	24999.33799	21056.12171
180.067_20.19	90739.24127	70140.12918	71285.30066	71583.97718	69167.10918	78042.73498	57759.57543	74190.43462	60356.76305	66970.99221	83520.17607	60105.58213	74335.4719	81115.46349	78874.16456	92539.22124	64793.8801	89290.58019	63253.86314	71731.54654	58209.5688	65520.09109	62399.4157	57490.51558	80556.44774	68367.71377	71156.12292	68902.20554	64488.70794	74694.44388	76506.57756	74306.76314	77220.75232	86085.97076	82306.55878	57267.9768	61807.3609	59600.45023	73202.54772	46337.6203	86203.32435	109082.3668	71036.32247	109599.776	128819.283	93782.83377	59972.31933	72504.57366	63752.38975	77557.16311	57384.18587	93873.45039	68240.17294	73824.64338	63149.04867	94397.23605	58108.13441	66356.8755	79094.27229	60598.3799	81517.31287	91661.12246	68372.23332	51089.85074	78788.45905	88354.61015	77321.48039	82266.25942	77823.04204	89420.32126	83455.0325	82281.06028	77652.10313	75088.33404	86977.17721	51718.97459	63575.83535	75942.36452	83551.03448	101134.2511	71384.66555	87719.27011	73868.6925	89213.99844	66455.83812	79265.04878	83210.00796	53503.97227	89606.40413	97742.07725	61032.80221	61847.66249	52181.34686	60694.97409	98814.68789	72981.09989	81183.18666	79567.69595	71871.99257	60066.73872	76232.16348	70425.17406	76381.63101	60305.00825	88943.44901	68229.49111	113506.3698	86474.0787	82106.44122	83178.33984
285.9555_8.5	1185.477618	1721.827869	1687.788987	1025.164082	1942.580748	2037.841461	2067.704094	1797.988932	1210.911513	1430.211419	1454.321852	2014.410235	1792.031075	1324.686211	1341.649049	1290.572461	976.3906193	1994.654433	1498.175535	1233.027008	1551.041772	2029.218976	1355.098507	1507.711872	1047.198591	1134.496018	1384.082725	1497.557208	1534.22292	1216.619367	1509.920509	1361.624394	1015.876042	925.1249321	1326.360324	2123.239474	1602.167451	1719.736743	1227.420465	2226.616947	2202.589895	1469.858686	1706.599947	2322.215327	2377.778437	1341.891899	1701.299179	1931.871837	1135.151159	1219.763523	1394.522412	1280.447127	1557.48864	2543.055127	1584.757641	1262.098566	903.8906164	1975.460712	1653.449865	1416.342394	2139.53171	1596.075469	1138.863366	902.2145702	1559.660459	1218.214919	1878.29819	1194.727716	1548.039262	1458.309003	1288.96885	1241.656029	2416.507444	1512.619689	2023.235088	2113.63406	1372.569627	1428.297883	1157.956988	2227.187733	1661.920693	1810.871263	1839.737953	1434.629135	1368.995232	1577.018801	2265.964089	1277.611332	1959.272129	1408.497757	1471.690092	1562.447288	2245.276855	1086.57246	1438.036968	1337.012361	2350.401683	1125.617431	1016.865084	1846.545367	1007.550768	1662.398447	1296.774657	1245.243438	1112.968822	1911.74373	1695.622949	2012.869376	1215.960924	1400.709292
174.0574_20.12	57576.76108	47031.16252	39040.72992	54127.39135	47406.06974	54064.51108	46034.93609	57338.14315	43057.78927	46370.20128	44666.30579	46928.25431	41517.90433	67310.60802	50214.23135	52316.50863	41003.95505	40492.20061	45047.53992	43738.90363	40347.26408	43769.28224	44339.44417	42958.42728	49039.1103	40174.2808	52707.80562	39047.21576	48222.06148	48103.55049	44862.20875	47799.17855	49859.50097	64151.24051	49323.14195	48985.82099	43650.09233	49175.73889	41075.53002	29856.34047	58265.3829	47985.63589	41336.01596	71754.81598	72381.35781	61475.28809	40313.19551	42993.68336	49107.36823	56019.01564	39660.45906	43556.15922	55191.94654	53854.26107	43506.82722	44254.74272	36463.43839	50680.90698	59383.25559	46164.58166	46587.91464	67321.65687	44994.30846	40718.59806	40698.6802	63149.79949	40212.62562	59577.37741	51374.41807	51085.18713	44894.28166	50601.56236	56514.14505	48197.33664	55539.45565	39533.41071	42041.44003	47692.91571	44318.41435	54729.45485	60293.91123	49994.15393	47092.79608	49985.59377	47543.50754	39328.86	51234.1511	42775.97057	67183.15333	56705.45292	43138.21234	48331.21885	44595.87925	39095.96648	55918.1893	41062.8117	50570.9181	42178.9022	53655.51229	45429.64556	55618.57383	40632.08323	41151.94768	45197.29937	56089.40869	47426.24498	39775.9139	37480.09022	54845.47963	64126.02769
235.9878_8.51	2083.518728	2685.84142	2814.270646	2404.783507	2583.119834	3165.930339	3034.451393	2862.935157	2734.78948	2899.740089	2832.798048	3505.609521	2937.558692	2640.049568	2249.741259	2765.851748	2374.431144	3192.152031	2771.244855	2861.132068	3275.595998	3228.770009	2675.428864	2392.032022	2316.086015	2575.874027	2711.294495	2546.299744	3561.232011	2057.579059	3472.288889	2689.673058	2415.0436	2183.493986	2445.161172	3088.828665	2806.112899	3267.247357	2752.930605	3859.586459	3201.063797	3505.925825	3366.944134	2956.981196	3369.482465	2304.698491	3048.144824	3476.363766	2117.069518	2530.780734	2609.752757	3542.743756	2658.78808	3794.516073	2817.50292	2231.619302	2032.271421	2793.731993	2967.015232	3226.186597	3941.431678	3574.218571	2698.2651	2133.555843	3256.789837	2480.641982	3136.304064	2782.127573	3323.336978	3505.319294	3162.757595	2277.106157	3664.429066	3034.40186	2421.685229	3113.668692	2527.142463	2576.976098	2850.349305	2897.22512	3133.092668	4138.402936	2296.043518	2585.715182	3030.547116	3213.424788	3270.688792	2593.910374	2680.344058	2949.396654	2726.681779	3386.935677	4072.985827	2524.396143	2702.756796	2954.44478	3052.72872	2294.701108	2616.509331	3129.377934	2339.406827	3567.798394	2911.555251	2764.715533	2253.722224	3354.314689	2436.914838	3581.829199	2371.872712	2514.321446
294.0925_20.73	46324.18309	43107.04237	36790.54848	37641.62062	48696.69314	47292.53533	37814.08409	45769.78422	32205.32949	39972.99285	32174.71225	40003.8437	37690.03583	50791.42436	43232.28312	39761.47052	33491.48271	47720.10197	34707.43826	39308.81732	33417.003	38325.81894	33716.00843	34146.9954	46543.22265	27962.75877	46465.55842	33831.53867	42484.68941	41613.80869	40328.88747	45253.74389	44368.0337	49529.77674	46633.58421	37613.82766	39995.33417	39101.16004	35443.87527	30915.77664	55049.516	62438.53348	38714.4509	66070.43664	78843.03195	48805.77011	33269.07277	36805.87193	34034.47782	46092.16757	33140.6591	39562.00398	39846.12973	47014.63582	34674.53176	36227.409	29289.83311	43794.01504	47854.26979	38707.48944	40333.17989	54343.42968	38899.85983	30458.37886	36644.46359	50554.97389	34345.78651	49377.40901	41842.59779	37525.75928	37472.36119	39811.32421	46972.11601	35452.28557	56563.89804	34810.29185	35170.09924	39574.33374	37639.6466	48319.04112	47565.26908	43172.21957	50387.73245	41486.09718	40168.78783	32036.699	48785.22411	32759.01737	59154.45272	52918.19584	33177.52545	40403.62003	35010.91843	37576.9883	59314.50926	32025.60547	48723.3763	34847.58286	47030.96737	37189.51511	44970.61626	38046.05993	35282.75317	36968.51617	44452.26449	40236.00258	33835.51919	48619.26059	50077.75886	44319.25138
256.1369_20.73	47500.12301	45967.26261	36271.50197	39211.07182	51246.54875	49834.02458	39040.18831	48208.4141	33040.82345	40741.33146	33466.9326	42703.96188	39154.26871	52192.39335	44675.45733	40951.21244	34204.09243	47418.75161	36231.73197	40488.75705	34196.42991	39018.21423	34469.30592	34998.83116	47754.03494	29280.92299	48436.46782	35169.53618	43433.96183	42547.37706	41160.29712	46942.62051	45772.44362	51155.89653	48185.83592	39570.10804	41726.35528	39403.88301	36505.04346	32289.26771	58259.10788	63482.53188	40522.20194	69291.75112	82042.24615	50935.8236	34063.19018	38135.46054	35566.04752	47426.8013	34273.41473	41096.92495	41059.866	49630.78572	36201.92269	37179.59874	30416.75841	47171.09233	49234.56381	39841.02189	42581.46915	55841.41946	40351.29417	31259.64864	38099.00619	52586.32488	35840.15228	50903.50526	43417.82877	38899.75622	38599.03723	41338.97299	49167.87217	36724.79037	59476.5375	35591.65997	36338.58438	41198.57301	37733.48585	50967.33768	49062.62959	43846.00518	52352.15372	43008.55919	41559.19245	32762.74692	50704.13481	34049.91412	62242.29467	54309.83437	34796.01519	41472.90396	36987.96472	38887.28349	61037.79313	33209.02892	51410.3855	35715.23019	48966.98269	39150.62401	46627.6976	39139.52953	35767.91223	38103.3568	45480.5462	42200.6002	34660.27345	50241.41581	50990.42393	47304.29436
312.0706_21.51	3170.190591	4229.397841	4696.554102	3320.633482	3106.972963	3161.15412	4516.450407	2367.74351	3546.186069	3305.282079	4802.647281	2563.427679	3804.755811	1595.514208	3946.960933	3781.076609	4822.180516	3766.804763	4138.561313	3059.475989	3970.145639	4844.635919	4507.790775	6184.823852	3658.677004	3494.74139	3227.22958	4977.610172	4596.569786	3783.589545	3889.72625	4172.47549	4129.108579	3767.539604	4297.758146	3697.10762	3872.20752	3596.88646	3753.808092	4059.600745	3135.632223	2609.886553	4417.839655	2960.267623	2553.492709	2971.188485	4583.060673	4076.865248	3455.671673	3278.44321	4457.234178	4325.540875	3656.617081	4415.291716	3572.612279	4455.769999	4847.284588	3257.280842	3382.279735	4178.833678	4085.282021	3036.916672	2963.290167	5519.305494	3976.41167	3586.890848	5921.689241	2996.915337	3467.150138	3086.498434	4081.536658	2973.156646	4561.993506	4193.909137	2465.404638	4071.462193	3479.847105	4790.115989	2962.249672	4121.860025	3296.316704	5242.954617	4220.817446	4309.060781	4323.107594	4311.13046	3914.899765	2628.858753	2561.219303	3672.562451	4206.056709	4458.362668	5756.660308	5114.606602	2798.446712	2300.345944	5358.980769	4904.504225	2570.373507	3650.576851	2876.319869	4431.434343	4486.561629	5730.275611	3128.179708	3968.938752	4881.017822	3773.922645	2760.14729	3471.02047
202.1677_9.15	1346.678765	1188.519165	647.3086862	1672.241257	1235.369118	1663.385885	2057.469059	2442.925453	2088.239103	1927.358188	2283.77217	982.902253	1837.550048	2567.954028	2181.020381	2078.128216	2093.109243	552.1374364	2834.618547	1608.769702	3352.883366	1927.75893	2414.770482	1779.324221	1964.875104	2538.414424	1940.399959	3098.093862	2544.687163	2110.228003	3018.174752	2693.77096	3111.940669	3816.583898	3868.4311	869.2337556	2050.456084	1743.144498	2056.907478	1063.859945	951.7556842	1050.430674	1681.068094	1481.692997	1724.409773	2439.835795	2012.193765	2040.87591	2411.136967	2003.892173	1646.55604	1939.141334	2741.104794	2646.408804	2607.116313	2796.916132	2723.082341	1447.634924	2926.81616	1776.682496	2798.941379	3612.650443	1842.92459	4078.146431	1952.283798	1821.205086	2131.395781	1960.64187	1905.776834	2398.915431	2416.644493	2472.440199	2348.628715	2712.885544	994.751264	2624.053904	2585.473599	1214.344431	2669.097574	1551.182445	2028.506698	2308.55996	1685.734374	1830.096622	2455.057513	1992.250469	1619.675579	1637.629969	1094.875913	2079.789005	2084.288905	2557.363531	2476.936762	2687.447402	2730.651778	1772.505892	1670.622177	2198.419416	2317.884045	2065.209175	1986.942644	1918.196342	1932.41095	2733.376671	1577.792949	1945.043743	2493.469198	1318.82163	1797.162948	2332.142341
188.1337_10.1	6827.587368	6815.371262	5091.06733	7256.847468	6111.235629	3593.320842	4634.976274	6710.382366	5005.573639	5311.857903	3026.483314	5305.070536	3766.880692	5087.969622	6017.155035	4903.948148	4132.228653	3236.605855	4489.878605	4082.944212	5015.940913	3262.866942	4302.563401	5688.962028	5462.027167	3603.508542	5048.145685	2852.447723	3528.440835	4847.07044	2617.324306	2616.722681	4679.837376	6548.762059	5668.07693	7459.090577	3525.71045	3619.328947	4611.29646	3381.619917	3428.379863	2028.843459	5883.913329	4960.618523	5698.626379	6215.46212	2655.484611	5254.017508	4677.970077	5763.297039	3265.693965	3658.883048	6661.560175	3472.090047	3557.204088	4873.686349	4724.770051	4099.630409	3591.009142	4135.987578	4606.671338	6864.291813	5651.490805	3202.552119	5216.160233	5364.846861	5302.135896	3378.694831	4225.264295	3735.833912	4397.767153	5854.774045	5427.213758	2957.417722	7660.380448	3891.62188	4227.144945	5242.801509	7393.049596	3868.178914	5666.788624	7001.644009	7244.956667	9361.121663	3256.675366	2971.623584	2615.147387	6384.551033	6664.755553	4934.912312	4928.133818	4694.617902	3800.32766	4643.23188	3373.525246	7593.592028	4833.537682	7159.527776	5766.039458	2657.741835	4593.380911	5130.332956	3356.583284	8284.274948	3069.673528	2259.005467	5853.756623	2209.443405	5315.831021	6546.492812
150.0369_8.51	5131.946933	4371.276869	3333.672288	4868.374089	3145.946325	3969.650859	5810.699906	5348.947668	5722.358119	5404.416898	5528.832252	3452.912518	3090.327104	5655.214254	4544.646552	4638.807532	4850.358267	5089.71726	4812.896727	4485.838684	4722.378499	3824.978712	4770.149265	4789.612912	4727.210837	4939.767354	4035.592442	5223.803071	4391.390709	4666.453143	5657.482401	4429.464166	5418.561	4206.783852	4081.309948	3514.810318	3419.649639	5045.58702	5781.974905	3524.48963	4264.745831	4540.595745	3134.35742	4568.842836	3778.464075	4874.79761	4463.273565	4217.676142	5586.03034	4723.410952	3335.240114	6074.660342	5174.166097	3881.777595	4122.393093	5128.423245	5478.185935	4109.856708	5337.897118	4777.340136	4554.408284	5866.696991	5305.602985	6096.695041	3802.162571	5458.175685	4065.042903	4514.404833	5921.1188	5228.045716	5716.648424	5601.57656	4589.067442	5582.979989	3203.766896	4519.281276	4713.405365	5476.920026	6928.048291	4855.639667	4252.376284	5838.863465	3996.419967	5484.333801	5007.595644	4923.632148	3704.981263	4725.186193	4052.207277	4545.178824	3592.827705	4610.036109	4090.627607	4861.299243	5761.685562	4805.435377	4121.524483	5446.456305	5729.776475	4134.254879	5027.164943	4013.536394	5651.056032	6214.258703	4849.670468	3313.540216	5143.97468	3096.783106	3933.576249	5560.423875
233.0762_20.14	22947.63241	19434.30535	18850.08115	20578.74317	18390.31191	20857.26212	17281.92281	20989.71814	17458.07628	16560.42645	19026.53328	17212.32017	17533.78892	27912.7484	18462.93181	20408.40881	16760.75022	18338.23871	16375.85144	15874.72191	18624.14527	19837.84091	15518.55231	18753.61006	18934.18827	14507.15685	20275.40386	12859.08237	22678.08387	18954.29685	17487.49364	17545.39687	20584.93745	26183.715	16916.71239	21374.47412	16495.75504	21227.8264	16905.42551	12706.73921	21280.08328	17067.17897	17715.16436	28187.12257	25926.3183	23999.90124	19357.82257	17422.85192	18155.04411	21593.4645	16480.30704	15486.66783	25384.99125	19868.91871	17682.48316	18602.32365	13884.28601	17500.93529	22375.70254	18064.84013	17581.16731	27564.0576	17890.67568	13555.2092	16342.61662	24457.35968	15685.52924	22899.09798	18672.53983	18663.01207	16889.86186	20148.37409	23664.22425	18350.09817	23217.03575	15855.73533	17152.42703	21186.15909	17991.40928	19444.54376	20286.33187	20516.20756	17860.37104	20016.84765	17916.65072	16196.8148	20798.08068	16290.70852	27135.39142	23112.89555	19003.02699	18026.10152	16594.8053	14588.19227	21598.81775	18819.98138	19977.30834	18346.63864	21254.74387	20040.24794	21900.25799	16528.46653	18258.52482	19058.29277	24706.92404	20869.57122	15198.48042	14528.27921	24023.48841	24037.95292
568.3589_20.32	4092.928789	6203.29188	3869.469234	4146.360934	1533.774677	5709.131826	5240.394675	1180.795448	4377.395635	5520.460221	2319.780266	1929.839763	4286.807714	5776.769232	4769.590271	5226.647203	1255.714844	4597.031195	2642.834917	5101.225336	1335.488691	6202.788255	2178.735649	2776.465068	3787.13605	7054.96449	8337.851043	3621.003961	1595.874007	3886.023247	5852.189304	8339.42268	6073.069832	5443.029567	6868.799574	5995.496824	5856.490267	5088.838462	1774.602065	4644.847978	5168.330917	3874.114548	6458.085299	5555.461776	3814.726492	4021.993529	5206.053642	5161.190281	6938.452453	745.9150648	4196.495803	2540.775637	3998.332425	6080.255694	5490.482049	1665.594762	1853.8904	6115.810385	5032.564036	2091.516958	5781.39585	3908.722906	4384.617885	9845.96554	2832.2399	5301.943983	5720.411996	7454.449815	5623.075844	5249.263321	5319.186657	3507.099647	5968.022685	4206.563007	2047.771124	2436.938317	2329.297106	4068.8641	3828.914402	6638.17348	4666.903337	4671.562167	5012.374179	972.6904272	8061.044487	3912.52205	1990.402409	4364.628228	1824.644838	4252.433452	5194.564849	6819.221297	5205.337531	3972.169734	2863.442941	1593.965707	5410.925713	3706.487032	3244.410757	4427.409765	1604.804293	2527.928782	4931.965246	4196.885215	3248.975962	6801.862539	3132.20639	3875.740654	1622.536516	1904.779782
214.0086_21.51	34981.97156	33491.63975	25068.30094	28516.13982	26065.90298	32047.13238	26789.11628	21838.49752	22084.56538	25875.6111	28562.20971	18761.72395	22219.07331	17733.3019	30092.59003	31366.09691	29842.34128	28909.19158	28793.69848	21441.39097	24259.47733	28304.53545	28640.25067	35747.28871	32183.48562	20145.51676	28048.23048	30887.009	33270.05647	30293.15741	25594.27262	28873.09818	30700.22372	38844.49325	39560.06678	24773.60662	27509.88445	26242.58052	24866.90392	29056.23362	30514.63087	29443.10892	27528.47787	35040.31213	33789.96843	32121.32053	24178.97587	29351.48574	23469.03551	35764.84465	25723.53567	29585.13201	31562.83627	35785.15542	23835.39142	26676.55638	26304.09384	27200.20827	32462.55789	28321.16197	24176.37357	34776.92304	22733.24397	26765.35812	25979.13433	40738.77193	29557.78974	31912.20076	28570.8312	28684.64862	27640.32188	26157.54648	34498.5402	26873.8491	21505.17123	23058.62753	23288.07288	33137.27598	21382.76534	35480.69088	29685.0576	35916.73713	30531.68806	34318.39214	35126.63871	21870.2608	31391.65003	15208.56721	25603.82982	36789.655	27839.9246	31825.34285	37928.88252	35881.9692	30480.83787	14864.42733	43170.40471	29124.06222	24977.64956	22734.99668	26773.26157	25045.29395	26104.89974	37518.86071	28906.26957	29355.69614	28840.34676	21296.07908	27577.07155	39192.54224
